name,name_en,scientific_name,common_names,family,category,habitat_types,water_types,depth_range_min,depth_range_max,temperature_range_min,temperature_range_max,geographic_zones,countries,fao_zones,average_size_cm,max_size_cm,average_weight_kg,max_weight_kg,rarity,icon_url,photo_url,description,fishbase_id,gbif_id
Mordocet,,Lipophrys pholis,,Blenniidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Ranhosa.JPG/120px-Ranhosa.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Ranhosa.JPG/120px-Ranhosa.JPG,"La Blennie mordocet ou Mordocet (Lipophrys pholis ) est une espèce de poissons marins de la famille des Blenniidae. Il est très commun sur le littoral atlantique, du Royaume-Uni à l'Espagne où il fréquente les fonds rocheux.",,
Dragonnet lyre,,Callionymus lyra,,Callionymidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Callionymus_lyra_01.jpg/120px-Callionymus_lyra_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Callionymus_lyra_01.jpg/120px-Callionymus_lyra_01.jpg,Le dragonnet lyre (Callionymus lyra) est une espèce de poissons marins appartenant à la famille des Callionymidae. En Normandie il peut être connu sous le nom de savary ou savarie.,,
Dragonnet réticulé,,Callionymus  reticulatus,,Callionymidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Callionymus_reticulatus_%28dorsal_fin%29.jpg/120px-Callionymus_reticulatus_%28dorsal_fin%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Callionymus_reticulatus_%28dorsal_fin%29.jpg/120px-Callionymus_reticulatus_%28dorsal_fin%29.jpg,Dragonnet réticulé,,
Dragonnet tacheté,,Callionymus  maculatus,,Callionymidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Le dragonnet tacheté (Callionymus maculatus) est une espèce de poissons marins appartenant à la famille des Callionymidae.,,
Liche glauque,,Trachinotus ovatus,,Carangidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Trachinotus_ovatus_Alonissos.jpg/120px-Trachinotus_ovatus_Alonissos.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Trachinotus_ovatus_Alonissos.jpg/120px-Trachinotus_ovatus_Alonissos.jpg,,,
Chinchard,,Trachurus trachurus,,Carangidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Taggmakrill%2C_Nordisk_familjebok.png/120px-Taggmakrill%2C_Nordisk_familjebok.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Taggmakrill%2C_Nordisk_familjebok.png/120px-Taggmakrill%2C_Nordisk_familjebok.png,Chinchard,,
Poisson pilote,,Naucrates ductor,,Carangidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Carcharhinus_longimanus_1.jpg/120px-Carcharhinus_longimanus_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Carcharhinus_longimanus_1.jpg/120px-Carcharhinus_longimanus_1.jpg,"Naucrates ductor, communément appelé Poisson-pilote, est une espèce de poissons de la famille des Carangidae qui se rencontre dans tous les océans du globe à une latitude comprise entre 62°N et 43°S. C'est la seule espèce de son genre Naucrates (monotypique).",,
Coryphène dauphin,,Coryphaena equiselis,,Coryphaenidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Coryphaena_equiselis.jpg/120px-Coryphaena_equiselis.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Coryphaena_equiselis.jpg/120px-Coryphaena_equiselis.jpg,La Petite dorade coryphène  est un poisson marin de la famille des Coryphaenidae. Elle est de plus petite taille et moins répandue que Coryphaena hippurus (coryphène ou dorade coryphène ou mahi-mahi). Elle est également appelée coryphène dauphin.,,
Lépadogastère de Candolle,,Lepadogaster candolii,,Gobiesocidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Lepadogaster_candollii_04-02-06_DSCF8726.jpg/120px-Lepadogaster_candollii_04-02-06_DSCF8726.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Lepadogaster_candollii_04-02-06_DSCF8726.jpg/120px-Lepadogaster_candollii_04-02-06_DSCF8726.jpg,"Le lépadogastère de Candolle (Lepadogaster candolii), est une espèce de poissons marins appartenant à la famille des Gobiesocidae.",,
Gobie à grandes écailles,,Lesueurigobius friesii,,Gobiidae,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Le gobie à grandes écailles, Lesueurigobius friesii, est une espèce de poissons marins appartenant à la famille des Gobiidae.",,
