name,name_en,scientific_name,common_names,family,category,habitat_types,water_types,depth_range_min,depth_range_max,temperature_range_min,temperature_range_max,geographic_zones,countries,fao_zones,average_size_cm,max_size_cm,average_weight_kg,max_weight_kg,rarity,icon_url,photo_url,description,fishbase_id,gbif_id
Tambour,Oman Porgy,Diplodus cervinus,,Sparidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Diplodus cervinus, communément nommé sar tambour ou sar à grosses lèvres, est une espèce de poissons osseux de la famille des sparidés.",,5712108
Veirade,Blacktail Bream,Diplodus vulgaris,,Sparidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Sar à tête noire,,5210979
Pataclet,Annular bream,Diplodus annularis,,Sparidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Diplodus annularis, le Sparaillon ou Pataclet, est une espèce de poissons de la famille des sparidés pouvant atteindre jusqu'à 24 cm de long. Il est présent en Atlantique est et en Méditerranée.",,5210983
Bogue (poisson),Bogue,Boops boops,,Sparidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Bogue,,5210955
Saupe,Gold Line,Sarpa salpa,,Sparidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Sarpa_salpa.jpg/120px-Sarpa_salpa.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Sarpa_salpa.jpg/120px-Sarpa_salpa.jpg,Sarpa salpa,,2392628
Oblade,Saddled seabream,Oblada melanura,,Sparidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Oblade,,2392603
Rousseau,,Pagellus centrodontus,,Sparidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,,,2392559
Marbré,,Lithognathus mormyrus,,Sparidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Banc_de_marbr%C3%A9s.jpg/120px-Banc_de_marbr%C3%A9s.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Banc_de_marbr%C3%A9s.jpg/120px-Banc_de_marbr%C3%A9s.jpg,Lithognathus mormyrus,,2392647
Pageau,Becker,Pagellus erythrinus,,Sparidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pagellus_erythrinus_RO.jpg/120px-Pagellus_erythrinus_RO.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pagellus_erythrinus_RO.jpg/120px-Pagellus_erythrinus_RO.jpg,Le pageot commun (Pagellus erythrinus) est une espèce de poissons de la famille des sparidés.,,2392554
Pageau acarné,Auxillary seabream,Pagellus acarne,,Sparidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Pagellus acarne (Pageot acarne, Pageot blanc) est un poisson de la famille des Sparidae.",,2392566
Bogue ravelle,Blackspot seabream,Pagellus bogaraveo,,Sparidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Pagellus_bogaraveo_-_Baron_Cuvier.jpg/120px-Pagellus_bogaraveo_-_Baron_Cuvier.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Pagellus_bogaraveo_-_Baron_Cuvier.jpg/120px-Pagellus_bogaraveo_-_Baron_Cuvier.jpg,La Dorade rose ou Pageot rose (Pagellus bogaraveo) est un poisson de la famille des Sparidae. Les dimensions de ses yeux lui ont valu le surnom de « beaux yeux ».,,2392557
Canthère,Black Sea-bream,Spondyliosoma cantharus,,Sparidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"La dorade grise (Spondyliosoma cantharus) est une espèce de poissons de la famille des Sparidae, également appelé canthère, griset ou tanude.",,2392356
Denti,Common dentex,Dentex dentex,,Sparidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Le denti ou denté commun (Dentex dentex) est une espèce de poissons de la famille des Sparidae.,,2392679
Pagre,Common Sea Bream,Pagrus pagrus,,Sparidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pagrus_pargus_1_by_Line1.jpg/120px-Pagrus_pargus_1_by_Line1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pagrus_pargus_1_by_Line1.jpg/120px-Pagrus_pargus_1_by_Line1.jpg,"Pagrus pagrus, appelé pagre commun, pagre rouge ou encore brème de mer ou dorade, est un poisson de la famille des Sparidae.
Il peut être facilement confondu avec le pagre à points bleus, le pageot commun ou le denté commun.",,5210913
Barracuda,Barra,Sphyraena barracuda,,Sphyraenidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Barracuda_laban.jpg/120px-Barracuda_laban.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Barracuda_laban.jpg/120px-Barracuda_laban.jpg,"Le Grand barracuda (Sphyraena barracuda) est une espèce de  poissons carnassier de grande taille, de la famille des barracudas.",,9784990
Sphyrène,,Sphyraena sphyraena,,Sphyraenidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Bécune européenne, Barracuda méditerranéen, Spet",,2394271
Bécune,Yellow Barracuda,Sphyraena viridensis,,Sphyraenidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Spvir_ub.jpg/120px-Spvir_ub.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Spvir_ub.jpg/120px-Spvir_ub.jpg,"Sphyraena viridensis, appelé Barracuda de Méditerranée, Barracuda méditerranéen, Bécune bouche jaune ou encore Barracuda à bouche jaune, est une espèce de poissons de la famille des barracudas qui vit en Méditerranée.",,2394222
Grande vive,Greater Weever,Trachinus draco,,Trachinidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,La Grande vive (Trachinus draco) est une espèce de poissons de la famille des Trachinidae.,,2386475
Petite vive,Lesser weaver,Echiichthys vipera,,Trachinidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,La Petite vive (Echiichthys vipera) est une espèce de poissons marins de la famille des Trachinidae. C'est la seule espèce du genre Echiichthys.,,2386469
Vive araignée,Spotted weever,Trachinus araneus,,Trachinidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Trachinus_araneus_Sardegna2.jpg/120px-Trachinus_araneus_Sardegna2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Trachinus_araneus_Sardegna2.jpg/120px-Trachinus_araneus_Sardegna2.jpg,La vive araignée (Trachinus araneus) est une espèce de poissons marins de la famille des Trachinidae.,,2386478
Lépidope,Buttersnoek,Lepidopus caudatus,,Trichiuridae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Lepidopus caudatus, communément appelé Sabre ou Sabre argenté, est une espèce de poissons marins de la famille des Trichiuridae.",,5210267
Triptérygion,Red-black triplefin,Tripterygion tripteronotus,,Tripterygiidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Tripterygion.JPG/120px-Tripterygion.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Tripterygion.JPG/120px-Tripterygion.JPG,,,5962007
Triptérygion nain,Black-spotted triplefin,Tripterygion melanurus,,Tripterygiidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Capo_Gallo_Tripterygion_melanurus.jpg/120px-Capo_Gallo_Tripterygion_melanurus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Capo_Gallo_Tripterygion_melanurus.jpg/120px-Capo_Gallo_Tripterygion_melanurus.jpg,Tripterygion melanurus est un poisson osseux de la famille de Tripterygiidé.,,2393097
Triptérygion jaune,Black-faced Blenny,Tripterygion delaisi,,Tripterygiidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Tripterygion_delaisi.JPG/120px-Tripterygion_delaisi.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Tripterygion_delaisi.JPG/120px-Tripterygion_delaisi.JPG,"Le triptérygion jaune (Tripterygion delaisi) est un poisson osseux de la famille des triptérygiidés. Sa taille maximale est de 8,5 cm à 9 cm.",,2393095
Uranoscope,Atlantic Stargazer,Uranoscopus scaber,,Uranoscopidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Uranoscopus scaber,,2394370
Rombou,,Bothus podas,,Bothidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Rombou podas,,5213852
Arnoglosse,Scald Fishes,Arnoglossus sp.,,Bothidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,,,2408505
Carrelet,European plaice,Pleuronectes platessa,,Pleuronectidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Plie commune, carrelet",,7700106
Turbot,turbot,Psetta maxima,,Scophthalmidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Psetta_maxima.JPG/120px-Psetta_maxima.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Psetta_maxima.JPG/120px-Psetta_maxima.JPG,"Turbot, Turbot commun",,2409416
Turbot des grottes,Eckström's topknot,Phrynorhombus regius,,Scophthalmidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,,,2409413
Barbue,Brill,Scophthalmus rhombus,,Scophthalmidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"La Barbue, Scophthalmus rhombus, est un poisson plat pêché dans l'océan Atlantique oriental depuis le nord du Maroc jusqu'en Islande ainsi que dans la mer Méditerranée et la mer Noire. Ce poisson est proche du Turbot (Scophthalmus maximus, Scophthalmidés), qui lui est préféré.",,2409403
Sole commune,Black Sole,Solea solea,,Soleidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Solea solea,,5214139
Sole pole,Atlantic sole,Pegusa lascaris,,Soleidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Pegusa_lascaris.jpg/120px-Pegusa_lascaris.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Pegusa_lascaris.jpg/120px-Pegusa_lascaris.jpg,La sole pole (Pegusa lascaris) est une espèce de poissons plats marins de la famille des Soleidae.,,2409966
Petite Sole jaune,Solenette,Buglossidium luteum,,Soleidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,La petite sole jaune (Buglossidium luteum) est une espèce de poissons plats marins appartenant à la famille des Soleidae. C'est la seule espèce connue du genre Buglodissium (monotypique).,,2409909
Sole perdrix ocellée,Eyed sole,Microchirus ocellatus,,Soleidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Microchirus_ocellatus_Stefano_Guerrieri.jpg/120px-Microchirus_ocellatus_Stefano_Guerrieri.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Microchirus_ocellatus_Stefano_Guerrieri.jpg/120px-Microchirus_ocellatus_Stefano_Guerrieri.jpg,La sole-perdrix ocellée ou sole ocellée (Microchirus ocellatus) est une espèce de poissons marins de la famille des Soleidae.,,2410119
Sole perdrix panachée,Bastard Sole,Microchirus variegatus,,Soleidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"La sole-perdix commune ou sole-perdrix panachée (Microchirus variegatus) est une espèce de poissons plats marins appartenant à la famille des Soleidae, à la teinte orangée et à rayures sombres.",,2410108
Sole velue,Whiskered sole,Monochirus hispidus,,Soleidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,,,5214091
Pastenague,Common stingray,Dasyatis pastinaca,,Dasyatidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Dasyatis_pastinaca%2802%29.jpg/120px-Dasyatis_pastinaca%2802%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Dasyatis_pastinaca%2802%29.jpg/120px-Dasyatis_pastinaca%2802%29.jpg,"La Raie pastenague ou Pastenague commune (Dasyatis pastinaca) est une espèce de raies de la famille des Dasyatidae. On la rencontre dans le nord-est de l'océan Atlantique ainsi qu'en mer Méditerranée, et en mer Noire. Elle habite généralement des fonds sableux ou vaseux des eaux côtières jusqu'à 60 m de profondeur, et s'enfouit souvent dans les sédiments. Mesurant généralement 45 cm de diamètre, la raie pastenague possède une queue fine dotée d'un aiguillon venimeux. Elle est reconnaissable à sa coloration unie et à sa peau lisse.",,2419543
Raie bouclée,,Raja clavata,,Rajidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Raja_clavata_%28juv%29.jpg/120px-Raja_clavata_%28juv%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Raja_clavata_%28juv%29.jpg/120px-Raja_clavata_%28juv%29.jpg,"La raie bouclée (Raja clavata) est une espèce de raies de l'ordre des Rajiformes que l'on rencontre de la Norvège à l'Afrique du Sud, en Méditerranée, autour des îles Britanniques, et jusqu'en Islande. Sur le plan halieutique, c'est l'espèce de rajidé la plus importante des pêches françaises. C'est également la plus recherchée au point de vue gustatif.",,5216024
Raie lisse,Blue grey skate,Dipturus batis,,Rajidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Le pocheteau gris (Dipturus batis) est une espèce de raies appartenant à la famille des Rajidae.,,2420234
Raie miroir,Brown Skate,Raja miraletus,,Rajidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"La Raie miroir, Raie miraillée ou Raie florifère (Raja miraletus) est une espèce de raies de la famille des Rajidae.",,5216033
Raie de Malte,Maltese Skate,Leucoraja melitensis,,Rajidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Leucoraja melitensis, communément appelé Raie de Malte ou Raie maltaise, est une espèce de raies rares et menacées, vivant entre les bassins occidentaux et orientaux de la mer Méditerranée, dans le canal de Sicile. C'est l'une des quatre espèces de raies endémiques de Méditerranée.",,2419852
Raie guitare,Common guitarfish,Rhinobatos rhinobatos,,Rhinobatidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,,,2419005
Grondin volant,Batfish,Dactylopterus volitans,,Dactylopteridae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Le Grondin volant (Dactylopterus volitans) est une espèce de poissons téléostéens marins appartenant à la famille des Dactylopteridés. C'est le seul représentant de son genre Dactylopterus.,,2333605
Rascasse rouge,Large-scaled Scorpionfish,Scorpaena scrofa,,Scorpaenidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Scorpaena_scrofa.jpg/120px-Scorpaena_scrofa.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Scorpaena_scrofa.jpg/120px-Scorpaena_scrofa.jpg,Scorpaena scrofa,,2334574
Rascasse brune,Black Scorpionfish,Scorpaena porcus,,Scorpaenidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Rascasse brune,,2334600
Rascasse pustuleuse,Red Scorpionfish,Scorpaena notata,,Scorpaenidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Petite rascasse rouge, Rascasse pustuleuse",,2334619
Sébaste chèvre,"Blackbelly rosefish, Blue-mouth",Helicolenus dactylopterus,,Sebastidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,Helicolenus dactylopterus,,4286361
Grondin gris,Grey Gurnard,Eutrigla gurnardus,,Triglidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Eutrigla_gurnardus1.jpg/120px-Eutrigla_gurnardus1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Eutrigla_gurnardus1.jpg/120px-Eutrigla_gurnardus1.jpg,"Eutrigla gurnardus, communément appelé Grondin gris, est une espèce de poissons marins de la famille des Triglidae. C'est la seule espèce du genre Eutrigla (monotypique).",,2336597
Grondin strié,,Chelidonichthys lastovisa,,Triglidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Chelidonichthys_lastoviza2.jpg/120px-Chelidonichthys_lastoviza2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Chelidonichthys_lastoviza2.jpg/120px-Chelidonichthys_lastoviza2.jpg,,,2336534
Grondin perlon,,Chelidonichthys lucernus,,Triglidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Grondin perlon, Gallinette, Trigle hirondelle, Tombe",,2336774
Grondin lyre,,Trigla lyra,,Triglidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Trigla lyra, le Grondin lyre, est une espèce de poissons marins de la famille des Triglidae. C'est la seule espèce du genre Trigla (monotypique).",,2336771
Grondin morrude,Long-finned gurnard,Chelidonichthys obscurus,,Triglidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,,,2336786
Grondin rouge,cuckoo gurnard,Aspitrigla cuculus,,Triglidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Le grondin rouge (Chelidonichthys cuculus) est une espèce de poissons marins appartenant à la famille des Triglidae. On lui connaît les noms vernaculaires suivants : grondin pin, gros cabot, rougeot anglais (mer du Nord), tombe, mouline (Manche), galinette, grondin rosemuloina (Atlantique), galinetta, caraman, granou (Méditerranée).",,2336743
Bécasse de mer,Bellowfish,Macroramphosus scolopax,,Centriscidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Macroramphosus-scolopax1.jpg/120px-Macroramphosus-scolopax1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Macroramphosus-scolopax1.jpg/120px-Macroramphosus-scolopax1.jpg,Macroramphosus scolopax,,2333513
Syphonostome,Broad-nosed pipefish,Syngnathus typhle,,Syngnathidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Syngnathus typhle, souvent appelé siphonostome, syphonostome ou anguille vésarde, est une espèce de  poissons osseux de la famille des Syngnathidae.",,2332908
Syngnathe,Common Pipefish,Syngnathus acus,,Syngnathidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Syngnathus acus, le syngnathe aiguille, grand syngnathe ou vipère de mer, est un poisson de la famille des Syngnathidae.",,2332927
Nérophis,,Nerophis ophidion,,Syngnathidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/W%C4%99%C5%BCynka.jpg/120px-W%C4%99%C5%BCynka.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/W%C4%99%C5%BCynka.jpg/120px-W%C4%99%C5%BCynka.jpg,"Nerophis ophidion, le nérophis ophidion ou nérophis à nez droit, est une espèce de  poissons marins appartenant à la famille des Syngnathidae.",,2333329
Hippocampe à ramules,Long-snouted seahorse,Hippocampus guttulatus,,Syngnathidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Defaut.svg/120px-Defaut.svg.png,"Hippocampus guttulatus, communément nommé Hippocampe moucheté ou hippocampe à long bec, est une espèce de poisson osseux de petite taille appartenant à la famille des Syngnathidae, natif de l'Océan Atlantique oriental et de la Mer Méditerranée.",,5201064
Hippocampe à museau court,,Hippocampus hippocampus,,Syngnathidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Hippocampus_hippocampus_%28on_Ascophyllum_nodosum%29.jpg/120px-Hippocampus_hippocampus_%28on_Ascophyllum_nodosum%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Hippocampus_hippocampus_%28on_Ascophyllum_nodosum%29.jpg/120px-Hippocampus_hippocampus_%28on_Ascophyllum_nodosum%29.jpg,"Hippocampus hippocampus, l'Hippocampe à museau court ou Hippocampe commun, est une espèce de poissons de la famille des Syngnathidae et du genre Hippocampus.",,5201134
Baliste,Common Triggerfish,Balistes capriscus,,Balistidae,,,"{""salt""}",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Balistes_capriscus2.jpg/120px-Balistes_capriscus2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Balistes_capriscus2.jpg/120px-Balistes_capriscus2.jpg,"Le baliste cabri (Balistes capriscus), aussi connu sous le nom de baliste commun, est une espèce de poissons de la famille des Balistidae vivant dans les eaux de la Méditerranée et de l'océan Atlantique. Il se nourrit de crustacés et de mollusques qu'il broie avec sa puissante mâchoire.",,2407107
